Order_ID,Customer_ID,Product,Category,Price,Discount,Final_Price,Quantity,Total_Sales,Returned,City,Payment_Method,Order_Date
ORD-1667,CUST-353,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Alexandria,Cash,2023-05-01
ORD-1668,CUST-115,Backpack,Accessories,400,0.0,400.0,5,0.0,1,Tanta,Cash,2023-09-13
ORD-1669,CUST-393,Phone,Electronics,8000,0.0,8000.0,1,8000.0,0,Alexandria,Credit Card,2023-08-20
ORD-1670,CUST-575,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Tanta,Cash,2023-07-26
ORD-1671,CUST-797,Camera,Electronics,12000,0.2,9600.0,1,9600.0,0,Cairo,Cash,2023-08-21
ORD-1672,CUST-420,Shoes,Fashion,700,0.15,595.0,4,2380.0,0,Tanta,Cash,2023-05-20
ORD-1673,CUST-50,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Mansoura,Cash,2023-11-28
ORD-1674,CUST-165,Shoes,Fashion,700,0.15,595.0,3,1785.0,0,Alexandria,Vodafone Cash,2023-10-28
ORD-1675,CUST-95,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Tanta,Vodafone Cash,2023-06-28
ORD-1676,CUST-555,Backpack,Accessories,400,0.0,400.0,2,0.0,1,Cairo,Vodafone Cash,2023-05-24
ORD-1677,CUST-251,Phone,Electronics,8000,0.15,6800.0,6,40800.0,0,Aswan,Credit Card,2023-12-27
ORD-1678,CUST-383,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Giza,Vodafone Cash,2023-09-17
ORD-1679,CUST-43,Laptop,Electronics,15000,0.0,15000.0,4,60000.0,0,Tanta,Cash,2023-12-19
ORD-1680,CUST-173,Watch,Fashion,1200,0.2,960.0,1,960.0,0,Mansoura,Vodafone Cash,2023-08-15
ORD-1681,CUST-36,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Giza,Cash,2023-09-27
ORD-1682,CUST-15,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Mansoura,Vodafone Cash,2023-07-06
ORD-1683,CUST-112,Watch,Fashion,1200,0.0,1200.0,1,0.0,1,Giza,Cash,2023-02-26
ORD-1684,CUST-54,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Cairo,Vodafone Cash,2023-03-19
ORD-1685,CUST-86,Laptop,Electronics,15000,0.1,13500.0,2,27000.0,0,Giza,Cash,2023-05-16
ORD-1686,CUST-567,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Cairo,Vodafone Cash,2023-09-28
ORD-1687,CUST-337,Shoes,Fashion,700,0.2,560.0,3,1680.0,0,Giza,Credit Card,2023-03-16
ORD-1688,CUST-114,T-shirt,Fashion,300,0.0,300.0,6,1800.0,0,Tanta,Credit Card,2023-03-05
ORD-1689,CUST-606,Phone,Electronics,8000,0.1,7200.0,6,43200.0,0,Tanta,Vodafone Cash,2023-04-14
ORD-1690,CUST-58,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Mansoura,Credit Card,2023-10-11
ORD-1691,CUST-741,Headphones,Electronics,500,0.0,500.0,1,500.0,0,Mansoura,Credit Card,2023-10-04
ORD-1692,CUST-10,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Cairo,Credit Card,2023-04-12
ORD-1693,CUST-460,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Cairo,Credit Card,2023-02-24
ORD-1694,CUST-206,T-shirt,Fashion,300,0.0,300.0,7,2100.0,0,Cairo,Credit Card,2023-11-27
ORD-1695,CUST-710,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Mansoura,Vodafone Cash,2023-06-24
ORD-1696,CUST-642,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Tanta,Credit Card,2023-01-17
ORD-1697,CUST-158,Laptop,Electronics,15000,0.1,13500.0,1,13500.0,0,Mansoura,Vodafone Cash,2023-02-08
ORD-1698,CUST-794,Shoes,Fashion,700,0.15,595.0,2,1190.0,0,Mansoura,Cash,2023-09-29
ORD-1699,CUST-486,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Aswan,Vodafone Cash,2023-08-04
ORD-1700,CUST-340,Backpack,Accessories,400,0.0,400.0,7,2800.0,0,Aswan,Cash,2023-12-20
ORD-1701,CUST-745,T-shirt,Fashion,300,0.0,300.0,7,2100.0,0,Giza,Vodafone Cash,2023-11-07
ORD-1702,CUST-415,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Cairo,Credit Card,2023-02-03
ORD-1703,CUST-387,Headphones,Electronics,500,0.0,500.0,1,0.0,1,Cairo,Vodafone Cash,2023-09-13
ORD-1704,CUST-378,Backpack,Accessories,400,0.1,360.0,1,360.0,0,Mansoura,Cash,2023-01-11
ORD-1705,CUST-199,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Tanta,Cash,2023-09-24
ORD-1706,CUST-91,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Aswan,Credit Card,2023-02-10
ORD-1707,CUST-54,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Alexandria,Vodafone Cash,2023-06-22
ORD-1708,CUST-70,Headphones,Electronics,500,0.0,500.0,3,1500.0,0,Giza,Cash,2023-05-01
ORD-1709,CUST-446,Laptop,Electronics,15000,0.1,13500.0,3,40500.0,0,Mansoura,Cash,2023-03-04
ORD-1710,CUST-359,Shoes,Fashion,700,0.2,560.0,2,1120.0,0,Giza,Credit Card,2023-04-17
ORD-1711,CUST-313,Shoes,Fashion,700,0.1,630.0,5,3150.0,0,Tanta,Credit Card,2023-05-10
ORD-1712,CUST-490,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Cairo,Credit Card,2023-02-10
ORD-1713,CUST-565,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Aswan,Vodafone Cash,2023-02-18
ORD-1714,CUST-412,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Tanta,Credit Card,2023-12-28
ORD-1715,CUST-787,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Cairo,Cash,2023-03-02
ORD-1716,CUST-477,Backpack,Accessories,400,0.0,400.0,1,400.0,0,Giza,Vodafone Cash,2023-02-02
ORD-1717,CUST-766,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Giza,Cash,2023-07-07
ORD-1718,CUST-640,T-shirt,Fashion,300,0.2,240.0,3,720.0,0,Mansoura,Credit Card,2023-09-13
ORD-1719,CUST-666,Phone,Electronics,8000,0.0,8000.0,1,8000.0,0,Alexandria,Vodafone Cash,2023-10-26
ORD-1720,CUST-102,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Cairo,Vodafone Cash,2023-12-14
ORD-1721,CUST-614,Phone,Electronics,8000,0.0,8000.0,6,48000.0,0,Cairo,Vodafone Cash,2023-11-12
ORD-1722,CUST-577,Laptop,Electronics,15000,0.0,15000.0,3,45000.0,0,Aswan,Cash,2023-11-25
ORD-1723,CUST-641,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Alexandria,Vodafone Cash,2023-08-05
ORD-1724,CUST-248,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Giza,Vodafone Cash,2023-07-26
ORD-1725,CUST-344,Watch,Fashion,1200,0.1,1080.0,4,4320.0,0,Mansoura,Credit Card,2023-08-22
ORD-1726,CUST-453,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Mansoura,Vodafone Cash,2023-09-29
ORD-1727,CUST-292,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Alexandria,Cash,2023-02-04
ORD-1728,CUST-214,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Mansoura,Cash,2023-04-02
ORD-1729,CUST-426,Laptop,Electronics,15000,0.0,15000.0,3,45000.0,0,Tanta,Credit Card,2023-12-11
ORD-1730,CUST-34,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Aswan,Vodafone Cash,2023-11-15
ORD-1731,CUST-776,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Tanta,Vodafone Cash,2023-05-17
ORD-1732,CUST-7,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Giza,Vodafone Cash,2023-10-15
ORD-1733,CUST-322,Backpack,Accessories,400,0.2,320.0,5,1600.0,0,Tanta,Vodafone Cash,2023-11-01
ORD-1734,CUST-277,T-shirt,Fashion,300,0.0,300.0,6,1800.0,0,Cairo,Vodafone Cash,2023-12-25
ORD-1735,CUST-21,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Giza,Cash,2023-10-16
ORD-1736,CUST-311,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Aswan,Cash,2023-03-02
ORD-1737,CUST-468,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Mansoura,Cash,2023-03-30
ORD-1738,CUST-202,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Tanta,Cash,2023-03-05
ORD-1739,CUST-749,Watch,Fashion,1200,0.0,1200.0,6,7200.0,0,Alexandria,Credit Card,2023-04-30
ORD-1740,CUST-323,Backpack,Accessories,400,0.15,340.0,6,2040.0,0,Mansoura,Vodafone Cash,2023-04-28
ORD-1741,CUST-741,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Aswan,Vodafone Cash,2023-06-14
ORD-1742,CUST-32,T-shirt,Fashion,300,0.1,270.0,1,270.0,0,Giza,Vodafone Cash,2023-10-22
ORD-1743,CUST-129,Laptop,Electronics,15000,0.1,13500.0,2,27000.0,0,Alexandria,Cash,2023-08-06
ORD-1744,CUST-449,Shoes,Fashion,700,0.15,595.0,4,2380.0,0,Tanta,Cash,2023-07-05
ORD-1745,CUST-655,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Giza,Cash,2023-06-12
ORD-1746,CUST-788,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Cairo,Cash,2023-03-18
ORD-1747,CUST-353,Headphones,Electronics,500,0.15,425.0,4,1700.0,0,Tanta,Credit Card,2023-10-15
ORD-1748,CUST-493,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Alexandria,Credit Card,2023-06-02
ORD-1749,CUST-510,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Aswan,Credit Card,2023-08-15
ORD-1750,CUST-80,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Mansoura,Cash,2023-03-02
ORD-1751,CUST-524,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Giza,Credit Card,2023-07-26
ORD-1752,CUST-16,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Giza,Credit Card,2023-03-13
ORD-1753,CUST-246,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Tanta,Cash,2023-08-15
ORD-1754,CUST-442,Shoes,Fashion,700,0.15,595.0,4,2380.0,0,Alexandria,Cash,2023-09-25
ORD-1755,CUST-563,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Alexandria,Credit Card,2023-12-16
ORD-1756,CUST-205,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Aswan,Credit Card,2023-07-10
ORD-1757,CUST-284,T-shirt,Fashion,300,0.15,255.0,6,1530.0,0,Aswan,Vodafone Cash,2023-03-17
ORD-1758,CUST-186,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Mansoura,Vodafone Cash,2023-01-30
ORD-1759,CUST-458,Camera,Electronics,12000,0.0,12000.0,2,0.0,1,Aswan,Credit Card,2023-10-25
ORD-1760,CUST-469,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Alexandria,Vodafone Cash,2023-04-08
ORD-1761,CUST-419,Shoes,Fashion,700,0.0,700.0,6,4200.0,0,Alexandria,Vodafone Cash,2023-12-12
ORD-1762,CUST-773,Phone,Electronics,8000,0.0,8000.0,1,8000.0,0,Alexandria,Vodafone Cash,2023-07-09
ORD-1763,CUST-792,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Giza,Vodafone Cash,2023-12-25
ORD-1764,CUST-82,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Mansoura,Vodafone Cash,2023-08-06
ORD-1765,CUST-590,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Mansoura,Credit Card,2023-06-12
ORD-1766,CUST-210,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Alexandria,Credit Card,2023-06-11
ORD-1767,CUST-782,Headphones,Electronics,500,0.0,500.0,1,500.0,0,Cairo,Cash,2023-05-15
ORD-1768,CUST-460,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Mansoura,Credit Card,2023-07-07
ORD-1769,CUST-85,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Alexandria,Cash,2023-07-27
ORD-1770,CUST-280,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Tanta,Vodafone Cash,2023-06-16
ORD-1771,CUST-88,Backpack,Accessories,400,0.15,340.0,4,1360.0,0,Alexandria,Cash,2023-11-18
ORD-1772,CUST-214,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Giza,Cash,2023-09-05
ORD-1773,CUST-141,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Tanta,Credit Card,2023-12-23
ORD-1774,CUST-136,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Cairo,Credit Card,2023-06-16
ORD-1775,CUST-504,Shoes,Fashion,700,0.15,595.0,7,4165.0,0,Alexandria,Credit Card,2023-04-03
ORD-1776,CUST-136,Headphones,Electronics,500,0.0,500.0,3,1500.0,0,Alexandria,Vodafone Cash,2023-03-13
ORD-1777,CUST-175,Headphones,Electronics,500,0.15,425.0,5,2125.0,0,Giza,Credit Card,2023-07-30
ORD-1778,CUST-471,Phone,Electronics,8000,0.0,8000.0,2,0.0,1,Giza,Vodafone Cash,2023-01-16
ORD-1779,CUST-777,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Mansoura,Vodafone Cash,2023-02-26
ORD-1780,CUST-781,Backpack,Accessories,400,0.1,360.0,5,1800.0,0,Mansoura,Cash,2023-08-21
ORD-1781,CUST-89,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Alexandria,Vodafone Cash,2023-07-24
ORD-1782,CUST-313,Shoes,Fashion,700,0.0,700.0,1,700.0,0,Alexandria,Vodafone Cash,2023-09-20
ORD-1783,CUST-268,Backpack,Accessories,400,0.15,340.0,5,1700.0,0,Cairo,Cash,2023-12-25
ORD-1784,CUST-748,Camera,Electronics,12000,0.1,10800.0,2,21600.0,0,Alexandria,Cash,2023-04-13
ORD-1785,CUST-744,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Giza,Credit Card,2023-03-03
ORD-1786,CUST-409,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Cairo,Credit Card,2023-03-09
ORD-1787,CUST-549,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Mansoura,Cash,2023-08-20
ORD-1788,CUST-719,Watch,Fashion,1200,0.2,960.0,4,3840.0,0,Cairo,Vodafone Cash,2023-09-13
ORD-1789,CUST-343,Headphones,Electronics,500,0.2,400.0,4,1600.0,0,Aswan,Credit Card,2023-08-30
ORD-1790,CUST-84,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Tanta,Vodafone Cash,2023-06-15
ORD-1791,CUST-347,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Aswan,Vodafone Cash,2023-04-14
ORD-1792,CUST-341,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Giza,Cash,2023-08-30
ORD-1793,CUST-275,Headphones,Electronics,500,0.0,500.0,6,3000.0,0,Giza,Vodafone Cash,2023-04-11
ORD-1794,CUST-405,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Cairo,Cash,2023-10-16
ORD-1795,CUST-242,Phone,Electronics,8000,0.1,7200.0,3,21600.0,0,Cairo,Cash,2023-02-23
ORD-1796,CUST-227,Watch,Fashion,1200,0.2,960.0,2,1920.0,0,Giza,Cash,2023-04-26
ORD-1797,CUST-506,Backpack,Accessories,400,0.0,400.0,3,1200.0,0,Alexandria,Cash,2023-09-06
ORD-1798,CUST-118,Phone,Electronics,8000,0.2,6400.0,3,19200.0,0,Alexandria,Cash,2023-11-02
ORD-1799,CUST-768,Backpack,Accessories,400,0.0,400.0,2,800.0,0,Giza,Vodafone Cash,2023-05-23
ORD-1800,CUST-40,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Alexandria,Cash,2023-05-20
ORD-1801,CUST-124,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Mansoura,Vodafone Cash,2023-02-03
ORD-1802,CUST-3,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Tanta,Cash,2023-01-22
ORD-1803,CUST-461,Headphones,Electronics,500,0.2,400.0,2,800.0,0,Cairo,Credit Card,2023-02-27
ORD-1804,CUST-638,Watch,Fashion,1200,0.15,1020.0,2,2040.0,0,Giza,Vodafone Cash,2023-09-22
ORD-1805,CUST-389,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Mansoura,Vodafone Cash,2023-08-25
ORD-1806,CUST-424,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Cairo,Vodafone Cash,2023-02-04
ORD-1807,CUST-164,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Mansoura,Cash,2023-10-20
ORD-1808,CUST-271,T-shirt,Fashion,300,0.15,255.0,1,255.0,0,Cairo,Credit Card,2023-05-13
ORD-1809,CUST-74,T-shirt,Fashion,300,0.0,300.0,2,600.0,0,Cairo,Cash,2023-04-20
ORD-1810,CUST-401,Camera,Electronics,12000,0.15,10200.0,2,20400.0,0,Tanta,Vodafone Cash,2023-08-28
ORD-1811,CUST-472,Camera,Electronics,12000,0.1,10800.0,2,0.0,1,Cairo,Credit Card,2023-10-05
ORD-1812,CUST-322,Phone,Electronics,8000,0.1,7200.0,3,21600.0,0,Giza,Vodafone Cash,2023-06-25
ORD-1813,CUST-94,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Giza,Vodafone Cash,2023-12-20
ORD-1814,CUST-680,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Mansoura,Cash,2023-11-20
ORD-1815,CUST-626,Phone,Electronics,8000,0.15,6800.0,5,34000.0,0,Cairo,Cash,2023-11-15
ORD-1816,CUST-154,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Alexandria,Credit Card,2023-09-30
ORD-1817,CUST-790,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Alexandria,Vodafone Cash,2023-10-09
ORD-1818,CUST-795,Laptop,Electronics,15000,0.1,13500.0,2,27000.0,0,Alexandria,Vodafone Cash,2023-01-12
ORD-1819,CUST-276,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Aswan,Cash,2023-01-12
ORD-1820,CUST-341,T-shirt,Fashion,300,0.0,300.0,1,300.0,0,Alexandria,Cash,2023-04-18
ORD-1821,CUST-593,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Cairo,Credit Card,2023-07-23
ORD-1822,CUST-704,Backpack,Accessories,400,0.1,360.0,4,1440.0,0,Cairo,Credit Card,2023-06-28
ORD-1823,CUST-342,Phone,Electronics,8000,0.0,8000.0,2,0.0,1,Aswan,Vodafone Cash,2023-07-29
ORD-1824,CUST-564,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Tanta,Vodafone Cash,2023-08-20
ORD-1825,CUST-297,Camera,Electronics,12000,0.0,12000.0,4,48000.0,0,Aswan,Credit Card,2023-12-31
ORD-1826,CUST-184,Backpack,Accessories,400,0.0,400.0,1,400.0,0,Mansoura,Vodafone Cash,2023-06-25
ORD-1827,CUST-197,Phone,Electronics,8000,0.1,7200.0,4,28800.0,0,Alexandria,Vodafone Cash,2023-10-29
ORD-1828,CUST-324,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Alexandria,Cash,2023-01-13
ORD-1829,CUST-380,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Alexandria,Credit Card,2023-01-29
ORD-1830,CUST-155,Headphones,Electronics,500,0.0,500.0,6,3000.0,0,Aswan,Cash,2023-11-30
ORD-1831,CUST-691,Shoes,Fashion,700,0.1,630.0,4,2520.0,0,Mansoura,Cash,2023-12-04
ORD-1832,CUST-491,Camera,Electronics,12000,0.0,12000.0,1,0.0,1,Aswan,Vodafone Cash,2023-01-29
ORD-1833,CUST-697,T-shirt,Fashion,300,0.1,270.0,5,1350.0,0,Cairo,Credit Card,2023-07-15
ORD-1834,CUST-730,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Mansoura,Credit Card,2023-06-29
ORD-1835,CUST-504,Headphones,Electronics,500,0.15,425.0,6,2550.0,0,Tanta,Vodafone Cash,2023-11-02
ORD-1836,CUST-265,Phone,Electronics,8000,0.15,6800.0,2,13600.0,0,Cairo,Vodafone Cash,2023-03-11
ORD-1837,CUST-477,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Cairo,Credit Card,2023-08-04
ORD-1838,CUST-478,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Alexandria,Vodafone Cash,2023-12-12
ORD-1839,CUST-273,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Cairo,Credit Card,2023-10-11
ORD-1840,CUST-65,Backpack,Accessories,400,0.0,400.0,3,1200.0,0,Alexandria,Cash,2023-11-03
ORD-1841,CUST-192,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Cairo,Vodafone Cash,2023-10-15
ORD-1842,CUST-517,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Aswan,Credit Card,2023-08-28
ORD-1843,CUST-571,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Mansoura,Cash,2023-06-03
ORD-1844,CUST-141,Camera,Electronics,12000,0.0,12000.0,1,0.0,1,Giza,Vodafone Cash,2023-05-19
ORD-1845,CUST-289,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Aswan,Cash,2023-05-04
ORD-1846,CUST-549,Watch,Fashion,1200,0.1,1080.0,5,5400.0,0,Alexandria,Vodafone Cash,2023-10-20
ORD-1847,CUST-1,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Giza,Cash,2023-09-22
ORD-1848,CUST-577,Backpack,Accessories,400,0.2,320.0,2,640.0,0,Cairo,Cash,2023-01-29
ORD-1849,CUST-164,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Cairo,Cash,2023-03-18
ORD-1850,CUST-249,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Alexandria,Credit Card,2023-07-23
ORD-1851,CUST-672,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Mansoura,Vodafone Cash,2023-06-02
ORD-1852,CUST-375,T-shirt,Fashion,300,0.0,300.0,6,1800.0,0,Mansoura,Cash,2023-04-07
ORD-1853,CUST-606,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Cairo,Credit Card,2023-08-31
ORD-1854,CUST-495,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Alexandria,Vodafone Cash,2023-06-20
ORD-1855,CUST-343,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Mansoura,Credit Card,2023-02-15
ORD-1856,CUST-127,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Giza,Credit Card,2023-02-23
ORD-1857,CUST-679,Backpack,Accessories,400,0.15,340.0,3,1020.0,0,Tanta,Cash,2023-02-07
ORD-1858,CUST-412,Backpack,Accessories,400,0.15,340.0,8,2720.0,0,Tanta,Cash,2023-12-29
ORD-1859,CUST-149,Phone,Electronics,8000,0.1,7200.0,6,43200.0,0,Mansoura,Credit Card,2023-12-17
ORD-1860,CUST-154,Backpack,Accessories,400,0.0,400.0,2,800.0,0,Alexandria,Credit Card,2023-05-06
ORD-1861,CUST-303,Camera,Electronics,12000,0.2,9600.0,2,19200.0,0,Cairo,Credit Card,2023-01-01
ORD-1862,CUST-344,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Mansoura,Cash,2023-03-12
ORD-1863,CUST-503,Shoes,Fashion,700,0.2,560.0,3,1680.0,0,Aswan,Cash,2023-01-20
ORD-1864,CUST-40,T-shirt,Fashion,300,0.15,255.0,5,1275.0,0,Tanta,Cash,2023-06-30
ORD-1865,CUST-711,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Alexandria,Credit Card,2023-07-31
ORD-1866,CUST-782,Watch,Fashion,1200,0.15,1020.0,4,4080.0,0,Alexandria,Vodafone Cash,2023-02-05
ORD-1867,CUST-194,T-shirt,Fashion,300,0.0,300.0,2,600.0,0,Tanta,Vodafone Cash,2023-08-09
ORD-1868,CUST-483,Phone,Electronics,8000,0.15,6800.0,3,20400.0,0,Cairo,Cash,2023-10-17
ORD-1869,CUST-380,Headphones,Electronics,500,0.15,425.0,4,1700.0,0,Giza,Credit Card,2023-04-09
ORD-1870,CUST-471,Headphones,Electronics,500,0.0,500.0,6,3000.0,0,Aswan,Credit Card,2023-04-02
ORD-1871,CUST-644,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Cairo,Vodafone Cash,2023-01-14
ORD-1872,CUST-324,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Tanta,Cash,2023-05-11
ORD-1873,CUST-547,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Giza,Vodafone Cash,2023-05-16
ORD-1874,CUST-79,T-shirt,Fashion,300,0.0,300.0,4,0.0,1,Cairo,Cash,2023-12-11
ORD-1875,CUST-778,Camera,Electronics,12000,0.15,10200.0,2,20400.0,0,Alexandria,Vodafone Cash,2023-04-02
ORD-1876,CUST-363,Headphones,Electronics,500,0.2,400.0,5,2000.0,0,Mansoura,Credit Card,2023-12-11
ORD-1877,CUST-786,Headphones,Electronics,500,0.1,450.0,2,900.0,0,Giza,Cash,2023-10-13
ORD-1878,CUST-737,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Giza,Cash,2023-03-14
ORD-1879,CUST-768,Watch,Fashion,1200,0.2,960.0,1,960.0,0,Mansoura,Cash,2023-05-30
ORD-1880,CUST-799,Shoes,Fashion,700,0.2,560.0,1,560.0,0,Cairo,Credit Card,2023-09-06
ORD-1881,CUST-651,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Mansoura,Cash,2023-03-14
ORD-1882,CUST-157,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Cairo,Credit Card,2023-11-13
ORD-1883,CUST-204,T-shirt,Fashion,300,0.2,240.0,1,240.0,0,Alexandria,Vodafone Cash,2023-02-03
ORD-1884,CUST-55,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Tanta,Cash,2023-01-28
ORD-1885,CUST-20,Camera,Electronics,12000,0.0,12000.0,3,36000.0,0,Alexandria,Cash,2023-11-11
ORD-1886,CUST-98,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Mansoura,Cash,2023-01-13
ORD-1887,CUST-260,Headphones,Electronics,500,0.2,400.0,7,2800.0,0,Cairo,Cash,2023-11-02
ORD-1888,CUST-135,Shoes,Fashion,700,0.2,560.0,4,2240.0,0,Cairo,Vodafone Cash,2023-06-18
ORD-1889,CUST-362,Headphones,Electronics,500,0.2,400.0,2,800.0,0,Cairo,Cash,2023-10-01
ORD-1890,CUST-493,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Tanta,Vodafone Cash,2023-06-08
ORD-1891,CUST-780,Watch,Fashion,1200,0.2,960.0,1,960.0,0,Mansoura,Vodafone Cash,2023-07-28
ORD-1892,CUST-34,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Aswan,Cash,2023-03-20
ORD-1893,CUST-164,Phone,Electronics,8000,0.15,6800.0,2,13600.0,0,Alexandria,Vodafone Cash,2023-09-12
ORD-1894,CUST-165,Camera,Electronics,12000,0.15,10200.0,1,10200.0,0,Alexandria,Cash,2023-09-18
